ID,SUPPLIER_BUSINESS_ID,CUSTOMER_BUSINESS_ID,SKU_ID,QUANTITY,ORIGIN_SITE_ID,DESTINATION_SITE_ID,OPERATION_ID,ORDER_DATE,SHIP_DATE,EXPECTED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,STATUS,DELAY_DAYS,SHIP_MONTH,SHIP_QUARTER,FISCAL_QUARTER,FISCAL_YEAR,IS_LATE
TSHP03911,B023,B030,SKU005,163,S023,S030,OP040,2023-08-28,2023-08-31,2023-09-03,2023-09-02,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP04360,B006,B009,SKU004,161,S006,S009,OP029,2023-09-15,2023-09-18,2023-09-20,2023-09-19,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP06519,B023,B031,SKU005,187,S023,S031,OP041,2024-03-02,2024-03-05,2024-03-08,2024-03-07,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP06584,B007,B009,SKU005,216,S007,S009,OP033,2024-12-16,2024-12-18,2024-12-21,2024-12-29,DELAYED,8,12,4,Q4-2024,2024,1
TSHP00603,B007,B011,SKU004,160,S007,S011,OP035,2022-07-31,2022-08-01,2022-08-02,2022-08-01,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP06607,B022,B030,SKU004,188,S022,S030,OP038,2024-06-29,2024-06-30,2024-07-02,2024-07-08,DELAYED,6,6,2,Q2-2024,2024,1
TSHP06869,B015,B001,SKU006,145,S015,S001,OP001,2024-09-20,2024-09-22,2024-09-24,2024-09-23,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP04490,B026,B029,SKU005,290,S026,S029,OP025,2023-04-24,2023-04-26,2023-04-29,2023-04-29,DELIVERED,0,4,2,Q2-2023,2023,0
TSHP01077,B007,B010,SKU004,280,S007,S010,OP034,2022-01-10,2022-01-12,2022-01-14,2022-01-14,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP01813,B007,B008,SKU004,114,S007,S008,OP032,2022-04-04,2022-04-05,2022-04-09,2022-04-08,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP05756,B004,B006,SKU004,89,S004,S006,OP070,2024-07-17,2024-07-19,2024-07-26,2024-07-25,DELIVERED,0,7,3,Q3-2024,2024,0
TSHP01370,B022,B031,SKU005,173,S022,S031,OP039,2022-01-19,2022-01-21,2022-01-23,2022-01-22,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP00119,B004,B026,SKU004,250,S004,S026,OP017,2022-02-17,2022-02-20,2022-02-22,2022-02-25,DELAYED,3,2,1,Q1-2022,2022,1
TSHP05825,B022,B031,SKU004,165,S022,S031,OP039,2024-08-01,2024-08-03,2024-08-05,2024-08-04,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP04353,B021,B030,SKU005,266,S021,S030,OP036,2023-11-11,2023-11-12,2023-11-14,2023-11-14,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP05735,B006,B009,SKU004,69,S006,S009,OP029,2024-11-16,2024-11-19,2024-11-21,2024-11-21,DELIVERED,0,11,4,Q4-2024,2024,0
TSHP03582,B022,B030,SKU005,293,S022,S030,OP038,2023-08-02,2023-08-05,2023-08-07,2023-08-13,DELAYED,6,8,3,Q3-2023,2023,1
TSHP03323,B024,B007,SKU004,168,S024,S007,OP072,2023-02-15,2023-02-16,2023-02-28,2023-03-07,DELAYED,7,2,1,Q1-2023,2023,1
TSHP03607,B022,B031,SKU005,57,S022,S031,OP039,2023-03-24,2023-03-27,2023-03-29,2023-03-28,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP01204,B004,B020,SKU001,231,S004,S020,OP073,2022-11-30,2022-12-02,2022-12-10,2022-12-11,DELAYED,1,12,4,Q4-2022,2022,1
TSHP04213,B006,B008,SKU005,182,S006,S008,OP028,2023-08-18,2023-08-20,2023-08-21,2023-08-23,DELAYED,2,8,3,Q3-2023,2023,1
TSHP00788,B027,B028,SKU005,208,S027,S028,OP026,2022-10-25,2022-10-27,2022-10-29,2022-11-04,DELAYED,6,10,4,Q4-2022,2022,1
TSHP02314,B022,B031,SKU005,115,S022,S031,OP039,2022-11-07,2022-11-08,2022-11-10,2022-11-20,DELAYED,10,11,4,Q4-2022,2022,1
TSHP00427,B022,B012,SKU009,100,S022,S012,OP075,2022-10-02,2022-10-03,2022-10-12,2022-10-20,DELAYED,8,10,4,Q4-2022,2022,1
TSHP04205,B006,B011,SKU004,84,S006,S011,OP031,2023-10-11,2023-10-12,2023-10-15,2023-10-15,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP06120,B022,B031,SKU005,76,S022,S031,OP039,2024-04-11,2024-04-12,2024-04-14,2024-04-13,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP03108,B026,B029,SKU005,273,S026,S029,OP025,2023-06-18,2023-06-19,2023-06-22,2023-06-22,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP02884,B020,B025,SKU001,270,S020,S025,OP016,2023-05-17,2023-05-20,2023-05-23,2023-05-23,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP06781,B020,B024,SKU001,128,S020,S024,OP015,2024-04-29,2024-05-02,2024-05-04,2024-05-09,DELAYED,5,5,2,Q2-2024,2024,1
TSHP05340,B007,B008,SKU005,73,S007,S008,OP032,2024-01-10,2024-01-12,2024-01-16,2024-01-17,DELAYED,1,1,1,Q1-2024,2024,1
TSHP00244,B022,B012,SKU009,62,S022,S012,OP075,2022-10-11,2022-10-12,2022-10-21,2022-10-31,DELAYED,10,10,4,Q4-2022,2022,1
TSHP05717,B022,B031,SKU004,222,S022,S031,OP039,2024-02-10,2024-02-12,2024-02-14,2024-02-14,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP02944,B015,B012,SKU006,185,S015,S012,OP002,2023-12-06,2023-12-07,2023-12-10,2023-12-09,DELIVERED,0,12,4,Q4-2023,2023,0
TSHP05736,B026,B028,SKU005,206,S026,S028,OP024,2024-03-14,2024-03-17,2024-03-19,2024-03-18,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP02862,B027,B029,SKU005,114,S027,S029,OP027,2023-09-23,2023-09-24,2023-09-25,2023-09-25,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP02241,B013,B004,SKU002,227,S013,S004,OP013,2022-04-26,2022-04-27,2022-04-30,2022-04-29,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP06270,B021,B030,SKU005,132,S021,S030,OP036,2024-05-16,2024-05-19,2024-05-21,2024-05-20,DELIVERED,0,5,2,Q2-2024,2024,0
TSHP04308,B022,B030,SKU005,126,S022,S030,OP038,2023-10-15,2023-10-17,2023-10-19,2023-10-18,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP05832,B013,B004,SKU002,284,S013,S004,OP013,2024-05-29,2024-05-31,2024-06-03,2024-06-10,DELAYED,7,5,2,Q2-2024,2024,1
TSHP03928,B007,B009,SKU005,297,S007,S009,OP033,2023-08-25,2023-08-27,2023-08-30,2023-08-29,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP02333,B024,B022,SKU004,95,S024,S022,OP022,2022-05-22,2022-05-25,2022-05-27,2022-05-28,DELAYED,1,5,2,Q2-2022,2022,1
TSHP01593,B022,B031,SKU004,82,S022,S031,OP039,2022-04-02,2022-04-04,2022-04-06,2022-04-05,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP00478,B005,B007,SKU004,280,S005,S007,OP020,2022-01-02,2022-01-03,2022-01-06,2022-01-06,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP04299,B023,B031,SKU005,93,S023,S031,OP041,2023-02-25,2023-02-28,2023-03-03,2023-03-02,DELIVERED,0,2,1,Q1-2023,2023,0
TSHP06993,B020,B025,SKU001,202,S020,S025,OP016,2024-03-17,2024-03-18,2024-03-21,2024-03-21,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP02966,B006,B011,SKU005,150,S006,S011,OP031,2023-03-23,2023-03-25,2023-03-28,2023-03-27,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP06833,B023,B031,SKU005,76,S023,S031,OP041,2024-11-25,2024-11-27,2024-11-30,2024-11-30,DELIVERED,0,11,4,Q4-2024,2024,0
TSHP01942,B023,B031,SKU004,200,S023,S031,OP041,2022-10-16,2022-10-19,2022-10-22,2022-10-22,DELIVERED,0,10,4,Q4-2022,2022,0
TSHP02515,B022,B012,SKU009,94,S022,S012,OP075,2023-10-11,2023-10-14,2023-10-23,2023-11-02,DELAYED,10,10,4,Q4-2023,2023,1
TSHP05120,B024,B021,SKU004,244,S024,S021,OP021,2024-04-11,2024-04-13,2024-04-15,2024-04-15,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP02769,B004,B027,SKU004,247,S004,S027,OP018,2023-04-07,2023-04-08,2023-04-11,2023-04-11,DELIVERED,0,4,2,Q2-2023,2023,0
TSHP00209,B026,B029,SKU004,289,S026,S029,OP025,2022-04-04,2022-04-06,2022-04-09,2022-04-09,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP01349,B020,B024,SKU001,198,S020,S024,OP015,2022-08-04,2022-08-06,2022-08-08,2022-08-07,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP02787,B015,B001,SKU006,85,S015,S001,OP001,2023-05-25,2023-05-27,2023-05-29,2023-05-28,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP04618,B006,B009,SKU005,268,S006,S009,OP029,2023-05-20,2023-05-22,2023-05-24,2023-05-25,DELAYED,1,5,2,Q2-2023,2023,1
TSHP00810,B006,B008,SKU004,218,S006,S008,OP028,2022-06-10,2022-06-11,2022-06-12,2022-06-16,DELAYED,4,6,2,Q2-2022,2022,1
TSHP04506,B001,B004,SKU001,195,S001,S004,OP009,2023-03-20,2023-03-22,2023-03-25,2023-03-24,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP03527,B024,B021,SKU004,218,S024,S021,OP021,2023-05-01,2023-05-03,2023-05-05,2023-05-04,DELIVERED,0,5,2,Q2-2023,2023,0
TSHP00215,B004,B020,SKU001,250,S004,S020,OP073,2022-12-17,2022-12-18,2022-12-26,2022-12-26,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP03857,B012,B004,SKU001,98,S012,S004,OP012,2023-07-14,2023-07-15,2023-07-19,2023-07-18,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP07064,B018,B020,SKU006,77,S018,S020,OP007,2024-04-10,2024-04-12,2024-04-14,2024-04-14,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP04706,B019,B020,SKU007,281,S019,S020,OP008,2023-06-23,2023-06-25,2023-06-26,2023-06-26,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP03979,B017,B014,SKU008,127,S017,S014,OP006,2023-08-18,2023-08-21,2023-08-25,2023-08-24,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP02177,B004,B020,SKU001,262,S004,S020,OP073,2022-05-25,2022-05-28,2022-06-05,2022-06-05,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP04783,B007,B008,SKU005,52,S007,S008,OP032,2023-06-02,2023-06-04,2023-06-08,2023-06-07,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP00745,B006,B010,SKU004,88,S006,S010,OP030,2022-01-24,2022-01-25,2022-01-27,2022-01-26,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP06652,B023,B030,SKU005,134,S023,S030,OP040,2024-02-09,2024-02-12,2024-02-15,2024-02-15,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP06324,B003,B004,SKU003,152,S003,S004,OP011,2024-07-08,2024-07-09,2024-07-11,2024-07-18,DELAYED,7,7,3,Q3-2024,2024,1
TSHP02365,B002,B004,SKU002,52,S002,S004,OP010,2022-11-28,2022-11-29,2022-12-01,2022-11-30,DELIVERED,0,11,4,Q4-2022,2022,0
TSHP00493,B006,B011,SKU005,118,S006,S011,OP031,2022-03-25,2022-03-26,2022-03-29,2022-04-03,DELAYED,5,3,1,Q1-2022,2022,1
TSHP06329,B027,B028,SKU004,213,S027,S028,OP026,2024-10-13,2024-10-15,2024-10-17,2024-10-16,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP04427,B004,B006,SKU004,158,S004,S006,OP070,2023-06-22,2023-06-25,2023-07-02,2023-07-08,DELAYED,6,6,2,Q2-2023,2023,1
TSHP03304,B026,B029,SKU005,233,S026,S029,OP025,2023-06-07,2023-06-09,2023-06-12,2023-06-11,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP04817,B014,B004,SKU003,104,S014,S004,OP014,2023-03-03,2023-03-06,2023-03-11,2023-03-13,DELAYED,2,3,1,Q1-2023,2023,1
TSHP04583,B027,B029,SKU004,181,S027,S029,OP027,2023-01-08,2023-01-10,2023-01-11,2023-01-10,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP02520,B005,B007,SKU004,169,S005,S007,OP020,2023-04-13,2023-04-16,2023-04-19,2023-04-19,DELIVERED,0,4,2,Q2-2023,2023,0
TSHP04460,B004,B026,SKU004,246,S004,S026,OP017,2023-07-23,2023-07-26,2023-07-28,2023-07-27,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP04228,B005,B025,SKU004,143,S005,S025,OP071,2023-10-20,2023-10-21,2023-10-31,2023-11-02,DELAYED,2,10,4,Q4-2023,2023,1
TSHP06326,B020,B024,SKU001,241,S020,S024,OP015,2024-07-20,2024-07-23,2024-07-25,2024-08-04,DELAYED,10,7,3,Q3-2024,2024,1
TSHP04486,B007,B009,SKU004,202,S007,S009,OP033,2023-06-26,2023-06-28,2023-07-01,2023-07-01,DELIVERED,0,6,2,Q2-2023,2023,0
TSHP04322,B027,B029,SKU004,168,S027,S029,OP027,2023-09-09,2023-09-11,2023-09-12,2023-09-16,DELAYED,4,9,3,Q3-2023,2023,1
TSHP07028,B005,B007,SKU004,223,S005,S007,OP020,2024-09-28,2024-09-29,2024-10-02,2024-10-02,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP00395,B004,B027,SKU004,83,S004,S027,OP018,2022-08-18,2022-08-21,2022-08-24,2022-08-24,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP00396,B023,B030,SKU005,141,S023,S030,OP040,2022-07-15,2022-07-17,2022-07-20,2022-07-20,DELIVERED,0,7,3,Q3-2022,2022,0
TSHP00354,B027,B028,SKU004,215,S027,S028,OP026,2022-01-27,2022-01-30,2022-02-01,2022-02-01,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP00590,B021,B030,SKU005,132,S021,S030,OP036,2022-09-18,2022-09-21,2022-09-23,2022-09-22,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP02529,B017,B014,SKU008,217,S017,S014,OP006,2023-06-11,2023-06-14,2023-06-18,2023-06-22,DELAYED,4,6,2,Q2-2023,2023,1
TSHP01996,B017,B014,SKU008,106,S017,S014,OP006,2022-03-19,2022-03-22,2022-03-26,2022-04-04,DELAYED,9,3,1,Q1-2022,2022,1
TSHP01297,B019,B020,SKU007,216,S019,S020,OP008,2022-04-12,2022-04-13,2022-04-14,2022-04-14,DELIVERED,0,4,2,Q2-2022,2022,0
TSHP01976,B024,B021,SKU004,130,S024,S021,OP021,2022-05-22,2022-05-24,2022-05-26,2022-06-04,DELAYED,9,5,2,Q2-2022,2022,1
TSHP02006,B021,B031,SKU005,103,S021,S031,OP037,2022-05-28,2022-05-29,2022-06-01,2022-06-10,DELAYED,9,5,2,Q2-2022,2022,1
TSHP04438,B027,B029,SKU005,157,S027,S029,OP027,2023-09-16,2023-09-18,2023-09-19,2023-09-19,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP00572,B012,B004,SKU001,122,S012,S004,OP012,2022-11-27,2022-11-29,2022-12-03,2022-12-10,DELAYED,7,11,4,Q4-2022,2022,1
TSHP06836,B017,B003,SKU008,56,S017,S003,OP005,2024-10-20,2024-10-23,2024-10-24,2024-10-30,DELAYED,6,10,4,Q4-2024,2024,1
TSHP00892,B006,B010,SKU005,244,S006,S010,OP030,2022-10-22,2022-10-23,2022-10-25,2022-10-25,DELIVERED,0,10,4,Q4-2022,2022,0
TSHP02962,B023,B030,SKU004,120,S023,S030,OP040,2023-01-23,2023-01-24,2023-01-27,2023-01-27,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP06908,B003,B006,SKU003,229,S003,S006,OP074,2024-01-11,2024-01-12,2024-01-18,2024-01-25,DELAYED,7,1,1,Q1-2024,2024,1
TSHP06828,B004,B006,SKU004,115,S004,S006,OP070,2024-06-15,2024-06-17,2024-06-24,2024-06-23,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP02664,B006,B011,SKU005,166,S006,S011,OP031,2023-01-10,2023-01-12,2023-01-15,2023-01-15,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP06983,B021,B031,SKU005,245,S021,S031,OP037,2024-06-16,2024-06-17,2024-06-20,2024-06-19,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP03921,B020,B024,SKU001,77,S020,S024,OP015,2023-05-29,2023-05-31,2023-06-02,2023-06-09,DELAYED,7,5,2,Q2-2023,2023,1
TSHP03953,B003,B004,SKU003,195,S003,S004,OP011,2023-08-14,2023-08-15,2023-08-17,2023-08-25,DELAYED,8,8,3,Q3-2023,2023,1
TSHP06232,B007,B011,SKU004,255,S007,S011,OP035,2024-03-06,2024-03-08,2024-03-09,2024-03-09,DELIVERED,0,3,1,Q1-2024,2024,0
TSHP02024,B005,B006,SKU004,219,S005,S006,OP019,2022-11-11,2022-11-12,2022-11-14,2022-11-17,DELAYED,3,11,4,Q4-2022,2022,1
TSHP00783,B020,B025,SKU001,174,S020,S025,OP016,2022-08-16,2022-08-19,2022-08-22,2022-08-23,DELAYED,1,8,3,Q3-2022,2022,1
TSHP01724,B006,B008,SKU005,228,S006,S008,OP028,2022-06-20,2022-06-21,2022-06-22,2022-06-22,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP05739,B006,B008,SKU004,228,S006,S008,OP028,2024-01-20,2024-01-21,2024-01-22,2024-01-25,DELAYED,3,1,1,Q1-2024,2024,1
TSHP00224,B004,B006,SKU004,169,S004,S006,OP070,2022-12-16,2022-12-17,2022-12-24,2022-12-23,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP06397,B006,B011,SKU004,222,S006,S011,OP031,2024-10-07,2024-10-10,2024-10-13,2024-10-14,DELAYED,1,10,4,Q4-2024,2024,1
TSHP02757,B001,B004,SKU001,88,S001,S004,OP009,2023-01-12,2023-01-15,2023-01-18,2023-01-17,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP02246,B022,B031,SKU005,202,S022,S031,OP039,2022-08-01,2022-08-02,2022-08-04,2022-08-04,DELIVERED,0,8,3,Q3-2022,2022,0
TSHP05959,B007,B010,SKU004,162,S007,S010,OP034,2024-04-08,2024-04-10,2024-04-12,2024-04-11,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP05729,B006,B010,SKU004,95,S006,S010,OP030,2024-10-08,2024-10-10,2024-10-12,2024-10-17,DELAYED,5,10,4,Q4-2024,2024,1
TSHP04728,B023,B031,SKU004,107,S023,S031,OP041,2023-07-23,2023-07-24,2023-07-27,2023-07-26,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP03038,B003,B006,SKU003,245,S003,S006,OP074,2023-03-27,2023-03-29,2023-04-04,2023-04-08,DELAYED,4,3,1,Q1-2023,2023,1
TSHP02222,B006,B011,SKU005,285,S006,S011,OP031,2022-05-02,2022-05-05,2022-05-08,2022-05-08,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP01514,B002,B004,SKU002,66,S002,S004,OP010,2022-10-25,2022-10-27,2022-10-29,2022-11-02,DELAYED,4,10,4,Q4-2022,2022,1
TSHP02280,B022,B030,SKU004,283,S022,S030,OP038,2022-03-26,2022-03-28,2022-03-30,2022-03-30,DELIVERED,0,3,1,Q1-2022,2022,0
TSHP04423,B006,B011,SKU004,150,S006,S011,OP031,2023-10-19,2023-10-21,2023-10-24,2023-10-24,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP02256,B014,B004,SKU003,96,S014,S004,OP014,2022-04-30,2022-05-03,2022-05-08,2022-05-07,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP04923,B015,B012,SKU006,242,S015,S012,OP002,2023-03-08,2023-03-11,2023-03-14,2023-03-14,DELIVERED,0,3,1,Q1-2023,2023,0
TSHP05012,B016,B013,SKU007,257,S016,S013,OP004,2024-01-31,2024-02-02,2024-02-04,2024-02-03,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP02867,B007,B008,SKU005,174,S007,S008,OP032,2023-08-28,2023-08-30,2023-09-03,2023-09-02,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP01950,B024,B021,SKU004,220,S024,S021,OP021,2022-08-30,2022-09-02,2022-09-04,2022-09-10,DELAYED,6,9,3,Q3-2022,2022,1
TSHP01233,B003,B006,SKU003,277,S003,S006,OP074,2022-11-22,2022-11-25,2022-12-01,2022-12-07,DELAYED,6,11,4,Q4-2022,2022,1
TSHP06658,B022,B030,SKU004,105,S022,S030,OP038,2024-06-11,2024-06-13,2024-06-15,2024-06-15,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP05385,B022,B031,SKU005,169,S022,S031,OP039,2024-02-13,2024-02-15,2024-02-17,2024-02-16,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP06436,B015,B001,SKU006,69,S015,S001,OP001,2024-08-15,2024-08-16,2024-08-18,2024-08-17,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP01104,B007,B009,SKU005,277,S007,S009,OP033,2022-06-14,2022-06-16,2022-06-19,2022-06-18,DELIVERED,0,6,2,Q2-2022,2022,0
TSHP05645,B007,B009,SKU005,188,S007,S009,OP033,2024-10-16,2024-10-19,2024-10-22,2024-10-22,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP05668,B021,B030,SKU004,234,S021,S030,OP036,2024-06-24,2024-06-27,2024-06-29,2024-07-04,DELAYED,5,6,2,Q2-2024,2024,1
TSHP06544,B007,B011,SKU005,259,S007,S011,OP035,2024-06-18,2024-06-19,2024-06-20,2024-06-20,DELIVERED,0,6,2,Q2-2024,2024,0
TSHP06333,B005,B006,SKU004,127,S005,S006,OP019,2024-03-29,2024-03-30,2024-04-01,2024-04-05,DELAYED,4,3,1,Q1-2024,2024,1
TSHP03088,B006,B009,SKU004,241,S006,S009,OP029,2023-12-14,2023-12-15,2023-12-17,2023-12-18,DELAYED,1,12,4,Q4-2023,2023,1
TSHP05321,B006,B009,SKU005,132,S006,S009,OP029,2024-12-07,2024-12-08,2024-12-10,2024-12-10,DELIVERED,0,12,4,Q4-2024,2024,0
TSHP05363,B021,B030,SKU005,226,S021,S030,OP036,2024-09-29,2024-10-01,2024-10-03,2024-10-04,DELAYED,1,10,4,Q3-2024,2024,1
TSHP02708,B026,B028,SKU005,69,S026,S028,OP024,2023-01-15,2023-01-17,2023-01-19,2023-01-19,DELIVERED,0,1,1,Q1-2023,2023,0
TSHP00073,B024,B022,SKU004,128,S024,S022,OP022,2022-04-09,2022-04-10,2022-04-12,2022-04-22,DELAYED,10,4,2,Q2-2022,2022,1
TSHP04709,B007,B011,SKU005,246,S007,S011,OP035,2023-07-20,2023-07-22,2023-07-23,2023-07-22,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP04376,B018,B020,SKU006,202,S018,S020,OP007,2023-08-31,2023-09-03,2023-09-05,2023-09-04,DELIVERED,0,9,3,Q3-2023,2023,0
TSHP07247,B005,B025,SKU004,168,S005,S025,OP071,2024-04-10,2024-04-12,2024-04-22,2024-04-27,DELAYED,5,4,2,Q2-2024,2024,1
TSHP06094,B026,B028,SKU004,171,S026,S028,OP024,2024-10-25,2024-10-27,2024-10-29,2024-10-29,DELIVERED,0,10,4,Q4-2024,2024,0
TSHP00664,B025,B023,SKU004,82,S025,S023,OP023,2022-01-23,2022-01-25,2022-01-28,2022-01-27,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP04986,B023,B030,SKU005,54,S023,S030,OP040,2023-10-11,2023-10-13,2023-10-16,2023-10-16,DELIVERED,0,10,4,Q4-2023,2023,0
TSHP03151,B007,B011,SKU005,63,S007,S011,OP035,2023-07-07,2023-07-09,2023-07-10,2023-07-09,DELIVERED,0,7,3,Q3-2023,2023,0
TSHP06642,B007,B011,SKU005,155,S007,S011,OP035,2024-10-09,2024-10-11,2024-10-12,2024-10-13,DELAYED,1,10,4,Q4-2024,2024,1
TSHP01542,B022,B031,SKU005,170,S022,S031,OP039,2022-03-11,2022-03-13,2022-03-15,2022-03-16,DELAYED,1,3,1,Q1-2022,2022,1
TSHP00008,B021,B031,SKU004,72,S021,S031,OP037,2022-05-12,2022-05-13,2022-05-16,2022-05-15,DELIVERED,0,5,2,Q2-2022,2022,0
TSHP02828,B006,B010,SKU005,185,S006,S010,OP030,2023-10-31,2023-11-03,2023-11-05,2023-11-04,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP04036,B006,B010,SKU005,279,S006,S010,OP030,2023-11-13,2023-11-15,2023-11-17,2023-11-16,DELIVERED,0,11,4,Q4-2023,2023,0
TSHP05476,B023,B031,SKU005,114,S023,S031,OP041,2024-07-21,2024-07-24,2024-07-27,2024-07-27,DELIVERED,0,7,3,Q3-2024,2024,0
TSHP05839,B007,B009,SKU005,271,S007,S009,OP033,2024-09-15,2024-09-16,2024-09-19,2024-09-19,DELIVERED,0,9,3,Q3-2024,2024,0
TSHP01115,B026,B029,SKU004,54,S026,S029,OP025,2022-06-30,2022-07-03,2022-07-06,2022-07-06,DELIVERED,0,7,3,Q2-2022,2022,0
TSHP02154,B007,B009,SKU005,89,S007,S009,OP033,2022-09-06,2022-09-09,2022-09-12,2022-09-11,DELIVERED,0,9,3,Q3-2022,2022,0
TSHP02717,B013,B004,SKU002,260,S013,S004,OP013,2023-08-15,2023-08-16,2023-08-19,2023-08-18,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP00107,B023,B031,SKU004,203,S023,S031,OP041,2022-02-09,2022-02-10,2022-02-13,2022-02-13,DELIVERED,0,2,1,Q1-2022,2022,0
TSHP00062,B026,B028,SKU005,87,S026,S028,OP024,2022-12-13,2022-12-16,2022-12-18,2022-12-17,DELIVERED,0,12,4,Q4-2022,2022,0
TSHP06522,B014,B004,SKU003,249,S014,S004,OP014,2024-08-11,2024-08-13,2024-08-18,2024-08-17,DELIVERED,0,8,3,Q3-2024,2024,0
TSHP07325,B024,B021,SKU004,300,S024,S021,OP021,2024-03-15,2024-03-16,2024-03-18,2024-03-24,DELAYED,6,3,1,Q1-2024,2024,1
TSHP05672,B007,B008,SKU004,274,S007,S008,OP032,2024-10-04,2024-10-06,2024-10-10,2024-10-14,DELAYED,4,10,4,Q4-2024,2024,1
TSHP06205,B004,B027,SKU004,200,S004,S027,OP018,2024-04-06,2024-04-09,2024-04-12,2024-04-11,DELIVERED,0,4,2,Q2-2024,2024,0
TSHP04739,B027,B029,SKU005,297,S027,S029,OP027,2023-08-21,2023-08-24,2023-08-25,2023-08-24,DELIVERED,0,8,3,Q3-2023,2023,0
TSHP02110,B001,B004,SKU001,214,S001,S004,OP009,2022-10-06,2022-10-08,2022-10-11,2022-10-10,DELIVERED,0,10,4,Q4-2022,2022,0
TSHP06102,B024,B021,SKU004,286,S024,S021,OP021,2024-02-14,2024-02-16,2024-02-18,2024-02-17,DELIVERED,0,2,1,Q1-2024,2024,0
TSHP01674,B023,B030,SKU005,170,S023,S030,OP040,2022-01-26,2022-01-29,2022-02-01,2022-01-31,DELIVERED,0,1,1,Q1-2022,2022,0
TSHP02128,B027,B029,SKU005,115,S027,S029,OP027,2022-08-07,2022-08-08,2022-08-09,2022-08-08,DELIVERED,0,8,3,Q3-2022,2022,0
